fonte,licensa,licensa_raw,license_status,url,bairro,lat,lng,quartos,host_id,airbnb_date,official_date
airbnb,60143,60143/AL,,https://www.airbnb.com/rooms/795692,Santa Maria Maior,38.71151,-9.1299,1,288645011,2026-06-25,2017-11-27
airbnb,38505,38505/AL,,https://www.airbnb.com/rooms/796929,So Vicente,38.71991,-9.13289,1,2437170,2026-06-26,2017-01-06
airbnb,62811,62811/AL,,https://www.airbnb.com/rooms/797650,Areeiro,38.73928,-9.13471,1,4200619,2026-06-25,2018-01-19
airbnb,6167,AL/6167,,https://www.airbnb.com/rooms/137054,Santa Maria Maior,38.71236,-9.13129,1,656138,2026-06-26,2015-02-02
airbnb,69499,69499/AL,,https://www.airbnb.com/rooms/804869,Santa Maria Maior,38.71147,-9.12931,1,4236958,2026-06-25,2018-04-19
airbnb,4610,4610/AL,,https://www.airbnb.com/rooms/804957,Arroios,38.71648,-9.13857,1,3455628,2026-06-26,2013-10-08
airbnb,69498,69498/AL,,https://www.airbnb.com/rooms/805264,Santa Maria Maior,38.71022,-9.12776,3,4239072,2026-06-26,2018-04-19
airbnb,8936,8936/AL,,https://www.airbnb.com/rooms/819589,Santa Maria Maior,38.71314,-9.13701,2,181902,2026-06-25,2014-11-18
airbnb,44072,44072-AL,,https://www.airbnb.com/rooms/821922,Estrela,38.70585,-9.16998,2,1039097,2026-06-25,2017-05-02
airbnb,4104,4104/AL,,https://www.airbnb.com/rooms/828063,Misericrdia,38.7141,-9.14637,1,4341539,2026-06-25,2013-06-19
airbnb,4109,4109/AL,,https://www.airbnb.com/rooms/828360,Misericrdia,38.71245,-9.1482,1,4341539,2026-06-25,2013-06-19
airbnb,1699,1699/AL,,https://www.airbnb.com/rooms/829448,Misericrdia,38.70859379713662,-9.15150336921215,3,33252155,2026-06-25,2014-10-30
airbnb,,,sem licença,https://www.airbnb.com/rooms/834653,Misericrdia,38.70988,-9.14886,1,4365267,2026-06-26,
airbnb,,,sem licença,https://www.airbnb.com/rooms/834674,Santa Maria Maior,38.71274,-9.12841,2,4366168,2026-06-26,
airbnb,,,sem licença,https://www.airbnb.com/rooms/842105,Santa Maria Maior,38.71266,-9.12852,2,4366168,2026-06-26,
airbnb,29175,29175/AL,sem licença,https://www.airbnb.com/rooms/842337,Misericrdia,38.71388,-9.14513,1,4344063,2026-06-26,
airbnb,63717,63717/AL,,https://www.airbnb.com/rooms/845724,Santa Maria Maior,38.71148,-9.12883,1,213556525,2026-06-26,2018-02-01
airbnb,14246,14246/AL,,https://www.airbnb.com/rooms/850008,Arroios,38.71648,-9.13857,2,3455628,2026-06-26,2003-10-08
airbnb,80198,80198/AL,,https://www.airbnb.com/rooms/851559,Misericrdia,38.71009,-9.15004,1,136230,2026-06-26,2018-08-08
airbnb,210,210/AL,,https://www.airbnb.com/rooms/852766,Santo Antnio,38.71684,-9.15264,2,264900,2026-06-26,2014-12-03
airbnb,42655,42655/AL,,https://www.airbnb.com/rooms/860424,Misericrdia,38.7114,-9.14432,1,4506583,2026-06-25,2017-03-31
airbnb,4742,4742/AL,,https://www.airbnb.com/rooms/869312,Arroios,38.72113,-9.14075,1,4580196,2026-06-25,2015-01-21
airbnb,4615,4615/AL,,https://www.airbnb.com/rooms/870275,Arroios,38.71641,-9.13977,1,5691663,2026-06-26,2013-12-05
airbnb,63668,63668/AL,,https://www.airbnb.com/rooms/880865,Arroios,38.71645,-9.13823,1,4659742,2026-06-26,2018-02-01
airbnb,2677,2677/AL,,https://www.airbnb.com/rooms/888141,Santa Maria Maior,38.7091,-9.13599,2,10911362,2026-06-25,2014-10-03
airbnb,,,sem licença,https://www.airbnb.com/rooms/890016,Misericrdia,38.710369,-9.143807,1,2511568,2026-06-25,
airbnb,,,sem licença,https://www.airbnb.com/rooms/896173,Campo de Ourique,38.72012,-9.16876,2,4777554,2026-06-25,
airbnb,7286,7286/AL,,https://www.airbnb.com/rooms/896591,Santa Maria Maior,38.70758,-9.14022,1,4773942,2026-06-25,2015-02-11
airbnb,,,sem licença,https://www.airbnb.com/rooms/898363,Santa Maria Maior,38.71306,-9.13284,2,4794066,2026-06-26,
airbnb,31140,31140/AL,,https://www.airbnb.com/rooms/906305,Misericrdia,38.70877,-9.15169,1,4851054,2026-06-26,2016-06-27
airbnb,2628,2628/AL,,https://www.airbnb.com/rooms/906831,Santo Antnio,38.7163,-9.14314,1,4855165,2026-06-25,2014-10-21
airbnb,1616,1616/AL,,https://www.airbnb.com/rooms/907042,Santa Maria Maior,38.71166,-9.13852,,33252155,2026-06-26,2014-10-30
airbnb,,,sem licença,https://www.airbnb.com/rooms/910109,Ajuda,38.70399084720352,-9.19647446625353,2,4881335,2026-06-25,
airbnb,61916,61916/AL,,https://www.airbnb.com/rooms/911777,Santa Maria Maior,38.7131808,-9.1331364,1,4892522,2026-06-26,2018-01-05
airbnb,30579,AL30579,,https://www.airbnb.com/rooms/1127505,Santa Maria Maior,38.71188735961914,-9.127358436584473,1,6185960,2026-06-26,2016-06-16
airbnb,22358,22358/AL,licença reutilizada 2,https://www.airbnb.com/rooms/1129073,Santa Maria Maior,38.712136576027135,-9.136079459530952,,5878527,2026-06-25,2015-12-01
airbnb,6273,AL/6273,sem licença,https://www.airbnb.com/rooms/913734,Misericrdia,38.71205,-9.1438,1,4817234,2026-06-25,
airbnb,,,sem licença,https://www.airbnb.com/rooms/919036,Santa Maria Maior,38.7114,-9.12767,2,4936264,2026-06-26,
airbnb,53475,53475,sem licença,https://www.airbnb.com/rooms/919557,Santa Maria Maior,38.71142,-9.12984,1,4156641,2026-06-25,
airbnb,3561,3561/AL,,https://www.airbnb.com/rooms/922585,Misericrdia,38.71226,-9.15092,1,4960606,2026-06-25,2015-01-13
airbnb,24700,24700/AL,,https://www.airbnb.com/rooms/931101,So Vicente,38.71288,-9.12907,3,5015120,2026-06-26,2016-02-17
airbnb,83027,83027/AL,,https://www.airbnb.com/rooms/935811,Misericrdia,38.70932,-9.15131,1,2551693,2026-06-25,2018-09-18
airbnb,55940,55940/AL,,https://www.airbnb.com/rooms/942922,Misericrdia,38.71098,-9.14835,3,3676955,2026-06-26,2017-09-05
airbnb,18301,18301/AL,,https://www.airbnb.com/rooms/944662,Santo Antnio,38.72295,-9.14489,1,3519021,2026-06-25,2015-07-04
airbnb,4597,4597/AL,licença reutilizada 6,https://www.airbnb.com/rooms/944960,Estrela,38.70775,-9.16027,,5117829,2026-06-25,2015-01-21
airbnb,22121,22121/AL,,https://www.airbnb.com/rooms/951717,Estrela,38.7046,-9.16718,,270457,2026-06-25,2015-11-23
airbnb,7715,7715/AL,,https://www.airbnb.com/rooms/961554,Santa Maria Maior,38.71179,-9.12488,1,1695029,2026-06-25,2013-08-08
airbnb,58346,58346/AL,,https://www.airbnb.com/rooms/976954,Santa Maria Maior,38.70898,-9.13636,2,4511947,2026-06-25,2017-10-17
airbnb,5933,5933/AL,,https://www.airbnb.com/rooms/984260,Misericrdia,38.71228,-9.14324,3,4434549,2026-06-25,2015-01-30
airbnb,11098,11098/AL,,https://www.airbnb.com/rooms/987973,Misericrdia,38.71101,-9.14733,1,780618,2026-07-02,2015-04-07
airbnb,28652,28652/AL,,https://www.airbnb.com/rooms/1006307,Santo Antnio,38.71701,-9.14389,3,5334076,2026-06-25,2016-05-11
airbnb,1265,1265/AL,,https://www.airbnb.com/rooms/1013904,Misericrdia,38.71051,-9.14833,4,1029524,2026-06-26,2014-12-15
airbnb,1954,1954/AL,,https://www.airbnb.com/rooms/1015159,Misericrdia,38.71386,-9.14464,2,688914,2026-06-25,2013-09-13
airbnb,1376,1376/AL,,https://www.airbnb.com/rooms/1015672,Santa Maria Maior,38.7132,-9.13203,1,6815713,2026-06-26,2014-06-20
airbnb,432,432/AL,,https://www.airbnb.com/rooms/1016061,Misericrdia,38.7116836,-9.1457788,1,2971040,2026-06-26,2014-07-01
airbnb,3108,3108/AL,,https://www.airbnb.com/rooms/1018094,Arroios,38.72902,-9.14044,1,4132554,2026-06-25,2015-01-08
airbnb,8265,8265/AL,,https://www.airbnb.com/rooms/1018826,So Vicente,38.71811,-9.12741,1,5608588,2026-06-25,2015-02-25
airbnb,49731,49731/AL,,https://www.airbnb.com/rooms/1038192,So Vicente,38.71964,-9.13181,1,5695645,2026-06-26,2017-06-29
airbnb,,,sem licença,https://www.airbnb.com/rooms/1048515,Santo Antnio,38.72183,-9.14373,1,3913558,2026-06-25,
airbnb,56187,56187/AL,,https://www.airbnb.com/rooms/1050645,Santa Maria Maior,38.71011,-9.12922,4,5774321,2026-06-25,2017-09-07
airbnb,25927,25927/AL,licença reutilizada 2,https://www.airbnb.com/rooms/1051719,Misericrdia,38.71458,-9.1473,7,7547027,2026-06-25,2016-03-15
airbnb,10315,10315/AL,,https://www.airbnb.com/rooms/1052466,Estrela,38.70825,-9.164,1,5795275,2026-07-02,2015-03-27
airbnb,,,sem licença,https://www.airbnb.com/rooms/1056297,Santa Maria Maior,38.71067,-9.14151,,4043364,2026-06-25,
airbnb,3076,3076/AL,licença reutilizada 2,https://www.airbnb.com/rooms/1056544,Santo Antnio,38.7173,-9.14741,7,2681397,2026-06-25,2015-01-08
airbnb,,,sem licença,https://www.airbnb.com/rooms/1062064,Penha de Frana,38.73527,-9.13029,2,5845991,2026-06-25,
airbnb,12294,12294/AL,,https://www.airbnb.com/rooms/1069495,Misericrdia,38.71332,-9.14579,2,5884168,2026-06-26,2015-04-27
airbnb,58988,58988/AL,,https://www.airbnb.com/rooms/1071344,Santa Maria Maior,38.71377,-9.14109,3,3897446,2026-06-25,2017-10-31
airbnb,,,sem licença,https://www.airbnb.com/rooms/1073166,Santa Maria Maior,38.71034,-9.14105,1,4043364,2026-06-26,
airbnb,3862,3862/AL,,https://www.airbnb.com/rooms/1075655,Santo Antnio,38.71927,-9.14281,,5918228,2026-06-26,2014-06-16
airbnb,84876,84876,,https://www.airbnb.com/rooms/1085634,Misericrdia,38.7096,-9.14628,1,5968047,2026-06-26,2018-10-10
airbnb,,,sem licença,https://www.airbnb.com/rooms/1090171,Santa Maria Maior,38.71206,-9.13991,1,4043364,2026-06-26,
airbnb,23399,23399/AL,,https://www.airbnb.com/rooms/1091821,Misericrdia,38.71175,-9.14445,1,5998744,2026-06-25,2016-01-12
airbnb,54803,54803/AL,,https://www.airbnb.com/rooms/1093747,Santa Maria Maior,38.709614,-9.1354961,2,6009249,2026-06-25,2017-08-22
airbnb,46856,46856/AL,sem licença,https://www.airbnb.com/rooms/1095757,Misericrdia,38.71097,-9.14998,1,6020594,2026-07-02,
airbnb,8460,8460/AL,sem licença,https://www.airbnb.com/rooms/1098546,Santa Maria Maior,38.71241,-9.12898,1,6036710,2026-06-26,
airbnb,2179,2179/AL,,https://www.airbnb.com/rooms/1100687,Santo Antnio,38.72461,-9.14378,2,6046508,2026-06-26,2014-12-29
airbnb,,,sem licença,https://www.airbnb.com/rooms/1106913,Santa Maria Maior,38.71044,-9.13984,,4043364,2026-06-26,
airbnb,4678,4678/AL,,https://www.airbnb.com/rooms/1110107,Arroios,38.72173,-9.14113,2,4580196,2026-06-26,2015-01-21
airbnb,61122,61122/AL,sem licença,https://www.airbnb.com/rooms/1113013,Misericrdia,38.713902,-9.146406,,6108315,2026-06-26,
airbnb,47187,47187/AL,,https://www.airbnb.com/rooms/1113142,Alvalade,38.74842,-9.14985,2,6109250,2026-06-26,2017-06-01
airbnb,44432,44432/AL,,https://www.airbnb.com/rooms/1114716,So Vicente,38.71338,-9.12958,1,5920645,2026-06-25,2017-05-05
airbnb,17289,17289/AL,,https://www.airbnb.com/rooms/1141518,So Vicente,38.71419,-9.1291,1,6260071,2026-06-25,2015-07-09
airbnb,22358,22358/AL,licença reutilizada 2,https://www.airbnb.com/rooms/1142938,Santa Maria Maior,38.71211175819244,-9.135969941036725,,5878527,2026-06-25,2015-12-01
airbnb,44063,44063-AL,,https://www.airbnb.com/rooms/1143451,Estrela,38.70683,-9.17326,3,1039097,2026-06-25,2017-05-02
airbnb,49404,49404/AL,,https://www.airbnb.com/rooms/1116885,Santa Maria Maior,38.71124,-9.12926,1,6129991,2026-06-25,2017-06-27
airbnb,70143,70143/AL,,https://www.airbnb.com/rooms/1120763,Estrela,38.70624,-9.16028,3,4235131,2026-07-02,2018-04-27
airbnb,22569,22569/AL,,https://www.airbnb.com/rooms/1126009,Santa Maria Maior,38.71274,-9.13662,3,4450024,2026-06-25,2015-12-09
airbnb,49902,49902/AL,,https://www.airbnb.com/rooms/1367292,Campo de Ourique,38.7216,-9.15733,1,7418176,2026-06-26,2017-06-30
airbnb,52597,52597/AL,sem licença,https://www.airbnb.com/rooms/1367921,So Vicente,38.72017,-9.13008,1,6717472,2026-07-02,
airbnb,25330,AL 25330/AL,,https://www.airbnb.com/rooms/1371959,Misericrdia,38.71544,-9.14859,1,7437890,2026-06-25,2016-03-02
airbnb,26531,26531/AL,,https://www.airbnb.com/rooms/1374395,Santa Maria Maior,38.71201,-9.13687,1,7447743,2026-06-25,2016-03-30
airbnb,53847,53847/AL,,https://www.airbnb.com/rooms/1378010,Santa Maria Maior,38.70965,-9.13248,,5242473,2026-06-25,2017-08-08
airbnb,11282,11282/AL,licença reutilizada 6,https://www.airbnb.com/rooms/1380975,Santo Antnio,38.72372,-9.14687,1,6855202,2026-06-26,2015-04-10
airbnb,23864,23864/AL,,https://www.airbnb.com/rooms/1143780,Santa Maria Maior,38.7126,-9.1262,,6271273,2026-06-25,2016-01-25
airbnb,31276,31276/AL,sem licença,https://www.airbnb.com/rooms/1144323,Santo Antnio,38.71729,-9.15167,2,6274216,2026-07-02,
airbnb,48071,48071/AL,,https://www.airbnb.com/rooms/1148064,So Vicente,38.7147,-9.12923,1,6293975,2026-06-25,2017-06-16
airbnb,25788,25788/AL,,https://www.airbnb.com/rooms/1150049,Santa Maria Maior,38.7118,-9.13795,3,914126,2026-06-25,2016-03-11
airbnb,121300,121300/AL,sem licença,https://www.airbnb.com/rooms/1382238,Olivais,38.76696,-9.12165,2,356715,2026-06-23,
airbnb,7444,7444/AL,,https://www.airbnb.com/rooms/1390653,Santa Maria Maior,38.71035,-9.134223,4,6748692,2026-06-25,2015-02-12
airbnb,,,sem licença,https://www.airbnb.com/rooms/1398805,Arroios,38.72621,-9.13421,6,2372087,2026-06-25,
airbnb,34343/2016,34343/2016,sem licença,https://www.airbnb.com/rooms/1403520,Misericrdia,38.71452,-9.14579,2,7574704,2026-06-26,
airbnb,44458,44458/AL,sem licença,https://www.airbnb.com/rooms/1406437,Alcntara,38.70075,-9.19116,1,6717472,2026-07-02,
airbnb,17496,17496/AL,,https://www.airbnb.com/rooms/1409855,Misericrdia,38.71295,-9.14529,,7603168,2026-06-26,2015-07-14
airbnb,37371,37371/AL,,https://www.airbnb.com/rooms/1411656,Santa Maria Maior,38.71254,-9.1314,2,7610653,2026-06-26,2016-12-02
airbnb,11979,11979/AL,sem licença,https://www.airbnb.com/rooms/1150070,Misericrdia,38.71373,-9.14688,3,6304160,2026-06-25,
airbnb,23865,23865/AL,,https://www.airbnb.com/rooms/1415659,Santa Maria Maior,38.7126,-9.1262,,6271273,2026-06-26,2016-01-25
airbnb,,,sem licença,https://www.airbnb.com/rooms/1427168,Belm,38.70221,-9.21788,,7649262,2026-06-23,
airbnb,,Exempt,sem licença,https://www.airbnb.com/rooms/1433854,Santo Antnio,38.72685,-9.14445,2,7706152,2026-06-25,
airbnb,1738,1738/AL,licença reutilizada 2,https://www.airbnb.com/rooms/1450805,Santa Maria Maior,38.71357,-9.13526,,7785557,2026-06-25,2014-09-03
airbnb,185,185/AL,,https://www.airbnb.com/rooms/1456404,Santa Maria Maior,38.71357,-9.13526,,7785557,2026-06-25,2014-09-03
airbnb,63841,63841/AL,,https://www.airbnb.com/rooms/1466410,Santa Maria Maior,38.7117,-9.13502,,7854849,2026-06-25,2018-02-05
airbnb,36633,36633/AL,,https://www.airbnb.com/rooms/1470914,Santa Maria Maior,38.71296,-9.13492,2,7875114,2026-06-25,2016-11-10
airbnb,77902,77902/AL,,https://www.airbnb.com/rooms/1476052,So Vicente,38.71398,-9.12759,2,5680473,2026-06-25,2018-07-17
airbnb,165671327,165671327,sem licença,https://www.airbnb.com/rooms/1484616,Alvalade,38.75022,-9.15005,2,6109250,2026-06-23,
airbnb,19486,19486/AL,,https://www.airbnb.com/rooms/1487586,Santo Antnio,38.71979,-9.15471,2,154341,2026-06-26,2015-09-01
airbnb,58590,58590/AL,,https://www.airbnb.com/rooms/1488382,Arroios,38.72045,-9.13792,2,7959258,2026-06-25,2017-10-23
airbnb,22113,22113/AL,,https://www.airbnb.com/rooms/1503219,Misericrdia,38.70985,-9.14982,1,270457,2026-06-26,2015-11-23
airbnb,20069,20069/AL,,https://www.airbnb.com/rooms/1506789,Belm,38.69843,-9.19719,1,8048828,2026-06-23,2015-09-22
airbnb,24006,24006/AL,,https://www.airbnb.com/rooms/1508078,Alcntara,38.70446,-9.17554,2,8055540,2026-06-25,2013-08-08
airbnb,28938,28938/AL,,https://www.airbnb.com/rooms/1509249,Santa Maria Maior,38.71361,-9.13467,1,7006265,2026-06-25,2016-05-16
airbnb,,,sem licença,https://www.airbnb.com/rooms/1518124,Alvalade,38.75175,-9.14101,1,8104036,2026-06-25,
airbnb,19789,19789/AL,,https://www.airbnb.com/rooms/1522440,Santa Maria Maior,38.71267,-9.12554,1,5894536,2026-06-26,2014-05-27
airbnb,19884,19884/AL,,https://www.airbnb.com/rooms/1522441,Santa Maria Maior,38.71304,-9.12806,1,5894536,2026-06-26,2014-05-27
airbnb,4427,4427/AL,,https://www.airbnb.com/rooms/1533412,Santo Antnio,38.71617,-9.14541,1,8177951,2026-06-25,2014-06-03
airbnb,1646,1646/AL,,https://www.airbnb.com/rooms/1533868,Santa Maria Maior,38.71181,-9.13071,1,1312785,2026-06-26,2014-01-28
airbnb,25194,25194/AL,,https://www.airbnb.com/rooms/1538897,Santa Maria Maior,38.7111482,-9.133262499999999,,8199985,2026-06-25,2016-02-29
airbnb,1907,1907/AL,,https://www.airbnb.com/rooms/1541393,Santa Maria Maior,38.7111482,-9.133262499999999,3,8199985,2026-06-25,2014-10-23
airbnb,8280,8280,,https://www.airbnb.com/rooms/1542519,Santa Maria Maior,38.71713,-9.13408,1,8221454,2026-06-26,2015-02-25
airbnb,,,sem licença,https://www.airbnb.com/rooms/1549906,So Vicente,38.7155,-9.12446,1,8255315,2026-06-25,
airbnb,,,sem licença,https://www.airbnb.com/rooms/1556071,Santa Maria Maior,38.71562194824219,-9.134333610534668,1,8283765,2026-06-26,
airbnb,112802,112802/AL,,https://www.airbnb.com/rooms/1559071,Misericrdia,38.70983,-9.14788,3,8126691,2026-06-26,2013-07-04
airbnb,112801,112801/AL,,https://www.airbnb.com/rooms/1559376,Misericrdia,38.70978,-9.14578,2,8126691,2026-06-26,2013-07-04
airbnb,4290,4290/AL,,https://www.airbnb.com/rooms/1563589,Santa Maria Maior,38.71024,-9.13195,3,4189583,2026-06-26,2014-06-03
airbnb,19685,19685/AL,,https://www.airbnb.com/rooms/1568172,Santa Maria Maior,38.71,-9.13036,2,4622172,2026-06-25,2015-09-07
airbnb,49400,49400/AL,,https://www.airbnb.com/rooms/1572547,Santa Maria Maior,38.71353,-9.12816,1,8418836,2026-06-25,2017-06-27
airbnb,17058,17058/AL,,https://www.airbnb.com/rooms/1580765,So Vicente,38.71951,-9.13103,2,1312785,2026-06-26,2014-10-31
airbnb,11153,11153/AL,,https://www.airbnb.com/rooms/1591355,Arroios,38.72319,-9.13214,1,8489429,2026-06-26,2015-04-08
airbnb,,,sem licença,https://www.airbnb.com/rooms/1596753,So Vicente,38.71406,-9.12963,1,3680667,2026-06-25,
airbnb,,,sem licença,https://www.airbnb.com/rooms/1603166,Santa Maria Maior,38.70833,-9.13643,2,8542734,2026-06-25,
airbnb,1281,1281/AL,,https://www.airbnb.com/rooms/1608229,Santa Maria Maior,38.71476,-9.13257,2,8566101,2026-06-26,2012-05-30
airbnb,1233,1233/AL,,https://www.airbnb.com/rooms/1628119,Santa Maria Maior,38.71196,-9.12724,2,8653570,2026-06-26,2014-12-16
airbnb,,,sem licença,https://www.airbnb.com/rooms/1643758,Misericrdia,38.7117,-9.14447,1,8724638,2026-06-26,
airbnb,2846,2846/AL,,https://www.airbnb.com/rooms/1659471,Estrela,38.70844,-9.15615,1,2341627,2026-06-26,2015-01-07
airbnb,3663,3663/AL,,https://www.airbnb.com/rooms/1663817,Santa Maria Maior,38.71251,-9.12641,3,1416183,2026-06-25,2014-05-08
airbnb,55105,55105/AL,sem licença,https://www.airbnb.com/rooms/1672286,Misericrdia,38.70996,-9.14949,3,8852830,2026-06-25,
airbnb,5130,5130/AL,,https://www.airbnb.com/rooms/1675398,So Vicente,38.7161,-9.13017,3,8866075,2026-06-25,2015-01-26
airbnb,2690,2690/AL,,https://www.airbnb.com/rooms/1676645,Misericrdia,38.71303,-9.14537,1,6798815,2026-06-26,2013-08-13
airbnb,55724,55724/AL,,https://www.airbnb.com/rooms/1679907,Santa Maria Maior,38.712575,-9.125786,,8863306,2026-06-25,2017-09-01
airbnb,25852,25852/AL,,https://www.airbnb.com/rooms/1683495,Santa Maria Maior,38.71618,-9.1327,2,5691663,2026-06-25,2014-09-23
airbnb,25849,25849/AL,,https://www.airbnb.com/rooms/1692949,Santa Maria Maior,38.71452,-9.13305,2,5691663,2026-06-26,2014-09-23
airbnb,21049,21049/AL,,https://www.airbnb.com/rooms/1710864,Misericrdia,38.70724,-9.14583,3,9006026,2026-06-25,2015-10-21
airbnb,82874,82874/AL,,https://www.airbnb.com/rooms/1720796,So Vicente,38.716446,-9.132438,2,9071140,2026-06-26,2018-09-14
airbnb,35909,35909/AL,,https://www.airbnb.com/rooms/1721829,Misericrdia,38.71256,-9.14364,3,6305819,2026-06-25,2016-10-14
airbnb,49940,49940/AL,,https://www.airbnb.com/rooms/1726473,Beato,38.7358,-9.12325,1,3619738,2026-06-25,2017-06-30
airbnb,4629,4629/AL,sem licença,https://www.airbnb.com/rooms/1726996,Arroios,38.71672,-9.13791,1,5691663,2026-06-26,
airbnb,85528,85528/AL,,https://www.airbnb.com/rooms/1727325,Estrela,38.709583,-9.158687,1,491798,2026-06-26,2018-10-15
airbnb,,,sem licença,https://www.airbnb.com/rooms/1728602,Misericrdia,38.7135,-9.14896,,8677407,2026-07-02,
airbnb,88052,88052/AL,sem licença,https://www.airbnb.com/rooms/1733994,Santa Maria Maior,38.71266,-9.13536,2,9134600,2026-06-25,
airbnb,23064,23064/AL,,https://www.airbnb.com/rooms/1763340,Santa Maria Maior,38.71317,-9.13497,1,9268837,2026-06-25,2015-12-30
airbnb,,,sem licença,https://www.airbnb.com/rooms/1764860,Campo de Ourique,38.71671,-9.16624,,2308261,2026-06-26,
airbnb,4187,4187/AL,licença invalida (distancia 182.37358130641027),https://www.airbnb.com/rooms/1767629,Misericrdia,38.71249,-9.14539,,7589163,2026-06-26,2012-11-21
airbnb,1480,1480/AL,,https://www.airbnb.com/rooms/1773997,Santa Maria Maior,38.71128,-9.12926,1,3716977,2026-06-25,2014-11-04
airbnb,54969,54969,sem licença,https://www.airbnb.com/rooms/1781075,So Vicente,38.71934,-9.1279,2,6638070,2026-06-25,
airbnb,4007,4007/AL,,https://www.airbnb.com/rooms/1796065,Misericrdia,38.71024,-9.14533,5,2681397,2026-06-25,2015-01-15
airbnb,,,sem licença,https://www.airbnb.com/rooms/1812762,Estrela,38.709177,-9.159566,1,855035,2026-06-26,
